ModelName | Positions | Scale | Rotation | CullBound | GridNum | PointL1 | PointL2 	//numberOfBodies on first line
100#
surround,-2,2,4,2,1,2,-90,0,0,3,0,0,1,
surround,0,0,0,4,1,4,0,0,0,6,0,0,1,
surround,0,0,-8,4,1,4,0,0,0,6,0,0,1,
surround,0,4,0,4,1,4,0,0,180,6,0,0,1,
surround,0,4,-8,4,1,4,0,0,180,6,0,0,1,
surround,0,0,-16,4,1,4,0,0,0,6,0,0,1,
surround,0,0,-24,4,1,4,0,0,0,6,0,0,1,
surround,0,4,-16,4,1,4,0,0,180,6,0,0,1,
surround,0,4,-24,4,1,4,0,0,180,6,0,0,1,
surround,0,2,-28,4,1,4,90,0,0,6,0,0,1,
surround,-4,2,-24,4,1,4,90,90,0,6,0,0,1,
surround,4,2,-22.5,2.5,1,2.5,-90,90,0,3.75,0,0,1,
surround,-8,2,-18,2,1,2,90,90,0,3,0,0,1,
surround,-6,0,-18,2,1,2,0,0,0,3,0,0,1,
surround,-6,4,-18,2,1,2,0,0,180,3,0,0,1,
surround,-6,2,-20,2,1,2,90,0,0,3,0,0,1,
surround,-6,2,-16,2,1,2,-90,0,0,3,0,0,1,
surround,-4,2,-14,2,1,2,90,90,0,3,0,0,1,
surround,-6,2,-12,2,1,2,90,0,0,3,0,0,1,
surround,-6,2,-4,2,1,2,-90,0,0,3,0,0,1,
surround,-8,2,-10,2,1,2,90,90,0,3,0,0,1,
surround,-8,2,-6,2,1,2,90,90,0,3,0,0,1,
surround,-6,0,-8,4,1,4,0,0,0,6,0,0,1,
surround,-6,4,-8,4,1,4,0,0,180,6,0,0,1,
surround,-4,2,-2,2,1,2,90,90,0,3,0,0,1,
surround,-4,2,2,2,1,2,90,90,0,3,0,0,1,
surround,8,2,-18,2,1,2,-90,90,0,3,0,0,1,
surround,6,0,-18,2,1,2,0,0,0,3,0,0,1,
surround,6,4,-18,2,1,2,0,0,180,3,0,0,1,
surround,6,2,-20,2,1,2,90,0,0,3,0,0,1,
surround,6,2,-16,2,1,2,-90,0,0,3,0,0,1,
surround,4,2,-14,2,1,2,-90,90,0,3,0,0,1,
surround,6,2,-12,2,1,2,90,0,0,3,0,0,1,
surround,6,2,-4,2,1,2,-90,0,0,3,0,0,1,
surround,8,2,-10,2,1,2,-90,90,0,3,0,0,1,
surround,8,2,-6,2,1,2,-90,90,0,3,0,0,1,
surround,6,0,-8,4,1,4,0,0,0,6,0,0,1,
surround,6,4,-8,4,1,4,0,0,180,6,0,0,1,
surround,4,2,-2,2,1,2,-90,90,0,3,0,0,1,
surround,4,2,2,2,1,2,-90,90,0,3,0,0,1,
surround,5.5,0,-26.5,1.5,1,1.5,0,0,0,2.25,1,1,-1,
surround,5.5,4,-26.5,1.5,1,1.5,0,0,180,2.25,1,1,-1,
surround,8.5,0,-26.5,1.5,1,1.5,0,0,0,2.25,1,1,-1,
surround,8.5,4,-26.5,1.5,1,1.5,0,0,180,2.25,1,1,-1,
surround,11.5,0,-26.5,1.5,1,1.5,0,0,0,2.25,1,1,-1,
surround,11.5,4,-26.5,1.5,1,1.5,0,0,180,2.25,1,1,-1,
surround,11.5,0,-29.5,1.5,1,1.5,0,0,0,2.25,1,1,-1,
surround,11.5,4,-29.5,1.5,1,1.5,0,0,180,2.25,1,1,-1,
surround,11.5,0,-32.5,1.5,1,1.5,0,0,0,2.25,1,2,-1,
surround,11.5,4,-32.5,1.5,1,1.5,0,0,180,2.25,1,2,-1,
surround,11.5,0,-35.5,1.5,1,1.5,0,0,0,2.25,1,2,-1,
surround,11.5,4,-35.5,1.5,1,1.5,0,0,180,2.25,1,2,-1,
surround,8.5,0,-35.5,1.5,1,1.5,0,0,0,2.25,1,2,-1,
surround,8.5,4,-35.5,1.5,1,1.5,0,0,180,2.25,1,2,-1,
surround,5.5,0,-35.5,1.5,1,1.5,0,0,0,2.25,1,2,-1,
surround,5.5,4,-35.5,1.5,1,1.5,0,0,180,2.25,1,2,-1,
surround,8.5,2,-37,4.5,1,4.5,90,0,0,6.75,1,2,-1,
surround,7,2,-34,3,1,3,-90,0,0,4.5,1,2,-1,
surround,13,2,-34,3,1,3,-90,90,0,4.5,1,2,-1,
surround,13,2,-28,3,1,3,-90,90,0,4.5,1,1,-1,
surround,10,2,-31,3,1,3,90,90,0,4.5,1,2,-1,
surround,7,2,-28,3,1,3,90,0,0,4.5,1,1,-1,
surround,8.5,2,-25,4.5,1,4.5,-90,0,0,6.75,1,1,-1,
surround,0,0,-29,4,1,4,-90,0,0,6,2,2,3,
surround,-4,2,-31,2,1,2,90,90,0,3,2,2,3,
surround,4,2,-31.5,2.5,1,2.5,-90,90,0,3.75,2,2,3,
surround,0,0,-33,4,1,4,0,0,0,6,2,2,3,
surround,0,4,-33,4,1,4,0,0,180,6,2,2,3,
surround,0,0,-41,4,1,4,0,0,0,6,2,2,3,
surround,0,4,-41,4,1,4,0,0,180,6,2,2,3,
surround,0,0,-49,4,1,4,0,0,0,6,2,2,3,
surround,0,4,-49,4,1,4,0,0,180,6,2,2,3,
surround,0,2,-53,8,1,8,90,0,0,12,2,2,3,
surround,-8,2,-51,2,1,2,90,90,0,3,2,2,3,
surround,-6,0,-51,2,1,2,0,0,0,3,2,2,3,
surround,-6,4,-51,2,1,2,0,0,180,3,2,2,3,
surround,-6,2,-49,2,1,2,-90,0,0,3,2,2,3,
surround,-6,2,-45,2,1,2,90,0,0,3,2,2,3,
surround,-8,2,-43,2,1,2,90,90,0,3,2,2,3,
surround,-6,0,-43,2,1,2,0,0,0,3,2,2,3,
surround,-6,4,-43,2,1,2,0,0,180,3,2,2,3,
surround,-6,2,-41,2,1,2,-90,0,0,3,2,2,3,
surround,-6,2,-37,2,1,2,90,0,0,3,2,2,3,
surround,-6,2,-33,2,1,2,-90,0,0,3,2,2,3,
surround,-6,0,-35,2,1,2,0,0,0,3,2,2,3,
surround,-6,4,-35,2,1,2,0,0,180,3,2,2,3,
surround,-8,2,-35,2,1,2,90,90,0,3,2,2,3,
surround,-4,2,-47,2,1,2,90,90,0,3,2,2,3,
surround,-4,2,-39,2,1,2,90,90,0,3,2,2,3,
surround,8,2,-51,2,1,2,-90,90,0,3,2,2,3,
surround,6,0,-51,2,1,2,0,0,0,3,2,2,3,
surround,6,4,-51,2,1,2,0,0,180,3,2,2,3,
surround,6,2,-49,2,1,2,-90,0,0,3,2,2,3,
surround,6,2,-45,2,1,2,90,0,0,3,2,2,3,
surround,8,2,-43,2,1,2,-90,90,0,3,2,2,3,
surround,6,0,-43,2,1,2,0,0,0,3,2,2,3,
surround,6,4,-43,2,1,2,0,0,180,3,2,2,3,
surround,6,2,-41,2,1,2,-90,0,0,3,2,2,3,
surround,4,2,-47,2,1,2,-90,90,0,3,2,2,3,
surround,4,2,-39,2,1,2,-90,90,0,3,2,2,3,
