ModelName | Positions | Scale | Rotation | CullBound | GridNum | PointL1 | PointL2 	//numberOfBodies on first line
29#
securityDoor,2.01921,3.0,4.57893,0.0124991,0.0124991,0.0124991,0,0,0,5,0,0,1,
controlPanel,0.0708809,0,-29.7256,0.00999974,0.00999974,0.00999974,0,90,0,3,2,2,-1,
controlPanel,2.63222,0,-29.7197,0.00999974,0.00999974,0.00999974,0,90,0,3,2,2,-1,
desk,1,0.3,-13,1.4,1.4,1.4,0,0,0,2,0,0,-1,
ceilingLight,0,4,-2,0.00749901,0.00749901,0.00749901,0,0,0,0.5,0,0,-1,
ceilingLight,0,4,-13,0.00749901,0.00749901,0.00749901,0,0,0,0.5,0,1,-1,
ceilingLight,0,4,-25,0.00749901,0.00749901,0.00749901,0,0,0,0.5,0,1,-1,
ceilingLight,0,4,-32,0.00749901,0.00749901,0.00749901,0,0,0,0.5,2,2,-1,
ceilingLight,0,4,-48,0.00749901,0.00749901,0.00749901,0,0,0,0.5,2,3,-1,
electronicDevice,-3.9934,1.4,1.22906,2.5,2.5,2.5,-90,-270,0,0.5,0,0,-1,
electronicDevice,-3.93291,1.4,-1.73077,2.5,2.5,2.5,-90,-270,0,0.5,0,0,-1,
electronicDevice,3.98471,1.4,-1.72852,2.5,2.5,2.5,-90,-270,-180,0.5,0,0,-1,
electronicDevice,3.95976,1.4,1.25277,2.5,2.5,2.5,-90,-270,-180,0.5,0,0,-1,
speaker,-4.04326,3.78003,-32.0467,0.00999986,0.00999986,0.00999986,0,90,0,3,2,2,-1,
desk,-0.91254,0.3,3.52342,1.4,1.4,1.4,0,0,0,2,0,0,-1,
computer,-0.793447,0.8,3.45842,0.5,0.5,0.5,0,180,0,1,0,0,-1,
wallTech,0.267269,0.970003,-53.0176,0.0149998,0.0149998,0.0149998,0,180,0,3,2,3,-1,
wallTech,0.267269,0.970003,-27.9449,0.0149998,0.0149998,0.0149998,0,180,0,3,0,1,-1,
server,-7.44509,0,-17.3414,0.53,0.53,0.53,0,0,0,3,0,0,1,
server,-7.45354,0,-18.7935,0.53,0.53,0.53,0,0,0,3,0,0,1,
server,7.49402,0,-43.7604,0.53,0.53,0.53,0,180,0,3,2,2,3,
server,7.51848,0,-42.2199,0.53,0.53,0.53,0,180,0,3,2,2,3,
desk,-2.5853,0.3,-29.4679,1.4,1.4,1.4,0,0,0,2,2,2,-1,
computer,-2.5853,0.8,-29.4,0.5,0.5,0.5,0,180,0,1,2,2,-1,
closedLocker,-8.02158,0,-43,0.01,0.01,0.01,0,0,0,2,2,2,3,
closedLocker,-7.84152,0,-6.66663,0.00999902,0.00999902,0.00999902,0,0,0,2,0,0,1,
closedLocker,-7.84152,0,-9.46075,0.00999902,0.00999902,0.00999902,0,0,0,2,0,0,1,
closedLocker,7.84152,0,-9.47081,0.00999902,0.00999902,0.00999902,0,180,0,2,0,0,1,
closedLocker,7.84152,0,-6.20687,0.00999902,0.00999902,0.00999902,0,180,0,2,0,0,1,
